2023-10-31,17:06:16,INFO,trick
2023-10-31,17:06:32,INFO,trick
2023-10-31,17:06:47,INFO,trick
2023-10-31,17:07:02,INFO,trick
2023-10-31,17:07:19,INFO,trick
2023-10-31,17:07:34,INFO,trick
2023-10-31,17:07:45,INFO,treat
2023-10-31,17:07:49,INFO,treat
2023-10-31,17:07:52,INFO,treat
2023-10-31,17:07:54,INFO,treat
2023-10-31,17:07:56,INFO,treat
2023-10-31,17:07:58,INFO,treat
2023-10-31,17:08:00,INFO,treat
2023-10-31,17:08:20,INFO,treat
2023-10-31,17:08:30,INFO,treat
2023-10-31,17:08:33,INFO,treat
2023-10-31,17:08:35,INFO,trick
2023-10-31,17:08:41,INFO,treat
2023-10-31,17:08:44,INFO,treat
2023-10-31,17:08:47,INFO,treat
2023-10-31,17:08:51,INFO,treat
2023-10-31,17:08:55,INFO,drink
2023-10-31,17:08:58,INFO,drink
2023-10-31,17:09:20,INFO,drink
2023-10-31,17:09:23,INFO,drink
2023-10-31,17:10:19,INFO,drink
2023-10-31,17:10:51,INFO,drink
2023-10-31,17:10:53,INFO,drink
2023-10-31,17:10:56,INFO,drink
2023-10-31,17:10:59,INFO,drink
2023-10-31,17:11:07,INFO,drink
2023-10-31,17:11:22,INFO,drink
2023-10-31,17:11:24,INFO,drink
2023-10-31,17:11:26,INFO,drink
2023-10-31,17:11:29,INFO,drink
2023-10-31,17:11:30,INFO,drink
2023-10-31,17:11:32,INFO,drink
2023-10-31,17:12:02,INFO,drink
2023-10-31,17:12:11,INFO,drink
2023-10-31,17:12:13,INFO,drink
2023-10-31,17:12:44,INFO,drink
2023-10-31,17:12:46,INFO,drink
2023-10-31,17:12:50,INFO,drink
2023-10-31,17:12:52,INFO,drink
2023-10-31,17:14:29,INFO,trick
2023-10-31,17:14:33,INFO,drink
2023-10-31,17:14:34,INFO,drink
2023-10-31,17:14:37,INFO,drink
2023-10-31,17:14:38,INFO,drink
2023-10-31,17:14:48,INFO,treat
2023-10-31,17:15:04,INFO,treat
2023-10-31,17:15:05,INFO,treat
2023-10-31,17:15:07,INFO,treat
2023-10-31,17:15:09,INFO,treat
2023-10-31,17:15:11,INFO,treat
2023-10-31,17:15:13,INFO,treat
2023-10-31,17:15:15,INFO,treat
2023-10-31,17:15:20,INFO,treat
2023-10-31,17:15:22,INFO,treat
2023-10-31,17:59:34,INFO,treat
2023-10-31,17:59:37,INFO,treat
2023-10-31,17:59:40,INFO,trick
2023-10-31,18:00:28,INFO,drink
2023-10-31,18:01:18,INFO,trick
2023-10-31,18:01:22,INFO,trick
2023-10-31,18:01:27,INFO,trick
2023-10-31,18:01:37,INFO,trick
2023-10-31,18:01:39,INFO,trick
2023-10-31,18:01:52,INFO,trick
2023-10-31,18:01:56,INFO,trick
2023-10-31,18:02:17,INFO,drink
2023-10-31,18:03:16,INFO,drink
2023-10-31,18:03:20,INFO,drink
2023-10-31,18:07:57,INFO,trick
2023-10-31,18:07:58,INFO,treat
2023-10-31,18:08:10,INFO,trick
2023-10-31,18:08:19,INFO,trick
2023-10-31,18:08:31,INFO,treat
2023-10-31,18:08:40,INFO,treat
2023-10-31,18:08:43,INFO,treat
2023-10-31,18:08:45,INFO,treat
2023-10-31,18:09:03,INFO,treat
2023-10-31,18:09:10,INFO,trick
2023-10-31,18:10:04,INFO,trick
2023-10-31,18:10:10,INFO,trick
2023-10-31,18:10:21,INFO,trick
2023-10-31,18:10:27,INFO,trick
2023-10-31,18:10:37,INFO,trick
2023-10-31,18:10:50,INFO,treat
2023-10-31,18:11:56,INFO,treat
2023-10-31,18:12:03,INFO,trick
2023-10-31,18:12:12,INFO,treat
2023-10-31,18:12:17,INFO,trick
2023-10-31,18:12:25,INFO,trick
2023-10-31,18:12:37,INFO,trick
2023-10-31,18:12:52,INFO,trick
2023-10-31,18:12:59,INFO,treat
2023-10-31,18:15:06,INFO,treat
2023-10-31,18:15:06,INFO,trick
2023-10-31,18:15:30,INFO,trick
2023-10-31,18:15:34,INFO,treat
2023-10-31,18:15:40,INFO,treat
2023-10-31,18:15:43,INFO,trick
2023-10-31,18:17:43,INFO,trick
2023-10-31,18:17:43,INFO,treat
2023-10-31,18:17:58,INFO,treat
2023-10-31,18:17:59,INFO,treat
2023-10-31,18:18:08,INFO,treat
2023-10-31,18:18:09,INFO,treat
2023-10-31,18:18:12,INFO,trick
2023-10-31,18:18:19,INFO,trick
2023-10-31,18:18:26,INFO,treat
2023-10-31,18:18:36,INFO,treat
2023-10-31,18:18:40,INFO,trick
2023-10-31,18:18:53,INFO,treat
2023-10-31,18:18:59,INFO,treat
2023-10-31,18:19:08,INFO,trick
2023-10-31,18:19:26,INFO,trick
2023-10-31,18:19:41,INFO,treat
2023-10-31,18:19:44,INFO,trick
2023-10-31,18:20:24,INFO,treat
2023-10-31,18:20:30,INFO,trick
2023-10-31,18:21:08,INFO,trick
2023-10-31,18:21:10,INFO,treat
2023-10-31,18:21:28,INFO,treat
2023-10-31,18:21:35,INFO,treat
2023-10-31,18:21:35,INFO,treat
2023-10-31,18:21:35,INFO,treat
2023-10-31,18:21:36,INFO,treat
2023-10-31,18:21:36,INFO,treat
2023-10-31,18:21:36,INFO,treat
2023-10-31,18:21:36,INFO,treat
2023-10-31,18:21:36,INFO,treat
2023-10-31,18:21:37,INFO,treat
2023-10-31,18:21:37,INFO,treat
2023-10-31,18:21:39,INFO,treat
2023-10-31,18:21:49,INFO,trick
2023-10-31,18:21:57,INFO,trick
2023-10-31,18:22:07,INFO,trick
